Family,Genus,Species,Latin_Name,Common_Name,Fig_stat,Status,Details,Sources
Megadermatidae,Cardioderma,cor,Cardioderma cor,Heart-nosed Bat,,Nonmigratory,"NM - M&R2011, O'Shea & Vaughan suggests annual resident/low densities in summer; F&E2003 says sedentery",McGuire & Ratcliffe 2011; Fleming & Eby 2003; O'Shea & Vaughan 1980
Pteropodidae,Balionycteris,maculata,Balionycteris maculata,Spotted-winged Fruit Bat,,Unknown,,
Phyllostomidae,Choeronycteris,mexicana,Choeronycteris mexicana,Mexican Long-tongued Bat,,Migratory,"LD in NA - fleming2019, suggested alt migration - flower pollination (M&B2013), mig-Fleming1993 (cites two other papers); mig-W&M2022; mig-Medellin; mig-Valiente-Banuet 1996",Fleming 2019; McGuire & Boyle 2013; Fleming et al 1993 (cites Barbour & Davis 1969 & Cockrum 1991); Burke et al 2019; Webber & McGuire 2022; Medellin 2003; Valiente-Banuet et al 1996
Vespertilionidae,Chalinolobus,picatus,Chalinolobus picatus,Little Pied Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Phyllostomidae,Macrophyllum,macrophyllum,Macrophyllum macrophyllum,Long-legged Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,Hammer-headed Fruit Bat,,Potential Nonmigrant,purported NM - Ossa et al 2012 (cites Langevin & Barclay 1990 - SD movments of few km),Ossa et al 2012
Vespertilionidae,Rhogeessa,aenea,Rhogeessa aenea,Yucatan Yellow Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Phyllostomidae,Uroderma,bilobatum,Uroderma bilobatum,Common Tent-making Bat,,Potential Migrant/Nonmigratory,"Altitudinal mig. suggested in McGuire & Boyle 2013 (cites Hutson 2004), putative nonmigrant - Moussy 2013, NM - B&B2014, nm-Medellin",McGuire & Boyle 2013 (cites Hutson 2004); Burns & Broder 2014; Moussy et al. 2013 says putative NM; Medellin 2003
Vespertilionidae,Scoteanax,rueppellii,Scoteanax rueppellii,R&uuml;ppell's Broad-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Molossidae,Molossus,coibensis,Molossus coibensis,Coiban Mastiff Bat,,Nonmigratory,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores; nm-Medellin,Louriero et al 2020 (check citations 26-29); Medellin 2003
Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,Proboscis Bat,,Nonmigratory,nonmigratory emballonurid - species studied over course of 1 year - Dunlop; nm-Medellin2003,Dunlop 1998; Medellin 2003
Phyllostomidae,Dermanura,glauca,Dermanura glauca,Silvery Fruit-eating Bat,,Unknown,,
Emballonuridae,Taphozous,georgianus,Taphozous georgianus,Sharp-nosed Tomb Bat,,Nonmigratory,nonmigratory emballonurid - species studied over course of 1 year,Dunlop 1998
Vespertilionidae,Lasiurus,seminolus,Lasiurus seminolus,Seminole Bat,,Migratory,LD - Bisson; mig- W&M2022; mig-Medellin; mig-Perry 2018,Bisson et al. 2009; Webber & McGuire 2022; Medellin 2003; Perry et al 2018
Rhinolophidae,Rhinolophus,subrufus,Rhinolophus subrufus,Small Rufous Horseshoe Bat,,Unknown,,
Vespertilionidae,Vespadelus,darlingtoni,Vespadelus darlingtoni,Large Forest Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Pteropodidae,Dobsonia,magna,Dobsonia magna,New Guinea Naked-backed Fruit Bat,,Unknown,,
Vespertilionidae,Scotophilus,heathii,Scotophilus heathii,Greater Asiatic Yellow House Bat,,Nonmigratory,NM; Mohan et al 2022 also suggests NM,Bisson et al. 2009; Mohan et al 2022
Pteropodidae,Epomophorus,pusillus,Epomophorus pusillus,Peters' Lesser Epauletted Fruit Bat,,Unknown,,
Cistugidae,Cistugo,lesueuri,Cistugo lesueuri,Lesueur's wing-gland bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Cistugidae,Cistugo,seabrae,Cistugo seabrae,Angolan wing-gland bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Craseonycteridae,Craseonycteris,thonglongyai,Craseonycteris thonglongyai,Hog-nosed bat,,Unknown,,
Emballonuridae,Balantiopteryx,infusca,Balantiopteryx infusca,Ecuadorian sac-winged bat,,Unknown,,
Emballonuridae,Centronycteris,centralis,Centronycteris centralis,Thoma's shaggy bat,,Nonmigratory,NM - Medellin 2003,Medellin 2003
Emballonuridae,Centronycteris,maximiliani,Centronycteris maximiliani,Shaggy bat,,Unknown,,
Emballonuridae,Coleura,gallarum,Coleura gallarum,Somali sheath-tailed bat,,Unknown,,
Emballonuridae,Coleura,kibomalandy,Coleura kibomalandy,Madagascar sheath-tailed bat,,Unknown,,
Emballonuridae,Coleura,seychellensis,Coleura seychellensis,Seychelles sheath-tailed bat,,Unknown,,
Emballonuridae,Cyttarops,alecto,Cyttarops alecto,Short-eared bat,,Unknown,,
Emballonuridae,Diclidurus,albus,Diclidurus albus,Northern ghost bat,,Nonmigratory,NM - Medellin 2003,Medellin 2003
Emballonuridae,Diclidurus,ingens,Diclidurus ingens,Greater ghost bat,,Unknown,,
Emballonuridae,Diclidurus,isabella,Diclidurus isabella,Isabelle's ghost bat,,Unknown,,
Emballonuridae,Diclidurus,scutatus,Diclidurus scutatus,Lesser ghost bat,,Unknown,,
Emballonuridae,Emballonura,beccarii,Emballonura beccarii,Beccari's Sheath-tailed Bat,,Unknown,,
Emballonuridae,Emballonura,dianae,Emballonura dianae,Large-eared Sheath-tailed Bat,,Unknown,,
Emballonuridae,Emballonura,furax,Emballonura furax,New Guinean Sheath-tailed Bat,,Unknown,,
Emballonuridae,Emballonura,raffrayana,Emballonura raffrayana,Raffray's Sheath-tailed Bat,,Unknown,,
Emballonuridae,Emballonura,semicaudata,Emballonura semicaudata,Polynesian Sheath-tailed Bat,,Migratory,mig - McGuire & Ratcliffe; mig-CMS2012,McGuire & Ratcliffe 2011; CMS 2012
Emballonuridae,Emballonura,serii,Emballonura serii,Seri's Sheath-tailed Bat,,Unknown,,
Emballonuridae,Mosia,nigrescens,Mosia nigrescens,Dark Sheath-tailed Bat,,Unknown,,
Emballonuridae,Paremballonura,atrata,Paremballonura atrata,Peters's Sheath-tailed Bat,,Unknown,,
Emballonuridae,Paremballonura,tiavato,Paremballonura tiavato,Rock-loving Sheath-tailed Bat,,Unknown,,
Emballonuridae,Peropteryx,leucoptera,Peropteryx leucoptera,White-winged Dog-like Bat,,Unknown,,
Emballonuridae,Peropteryx,pallidoptera,Peropteryx pallidoptera,Pale-winged Doglike Bat,,Unknown,,
Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,Trinidad Dog-like Bat,,Unknown,,
Emballonuridae,Saccolaimus,mixtus,Saccolaimus mixtus,Troughton's Pouched Bat,,Unknown,,
Emballonuridae,Saccolaimus,peli,Saccolaimus peli,Pel's Pouched Bat,,Unknown,,
Emballonuridae,Saccopteryx,antioquensis,Saccopteryx antioquensis,Antioquian Sac-winged Bat,,Unknown,,
Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,Amazonian Sac-winged Bat,,Unknown,,
Emballonuridae,Taphozous,achates,Taphozous achates,Indonesian Tomb Bat,,Unknown,,
Emballonuridae,Taphozous,hamiltoni,Taphozous hamiltoni,Hamilton's Tomb Bat,,Unknown,,
Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,Hildegarde's Tomb Bat,,Unknown,,
Emballonuridae,Taphozous,kapalgensis,Taphozous kapalgensis,Arnhem Tomb Bat,,Unknown,,
Emballonuridae,Taphozous,longimanus,Taphozous longimanus,Long-winged Tomb Bat,,Nonmigratory,nm-W&M2022,Webber & McGuire 2022
Emballonuridae,Taphozous,nudiventris,Taphozous nudiventris,Naked-rumped Tomb Bat,,Migratory,mig- W&M2022,Webber & McGuire 2022
Emballonuridae,Taphozous,perforatus,Taphozous perforatus,Egyptian Tomb Bat,,Unknown,,
Emballonuridae,Taphozous,theobaldi,Taphozous theobaldi,Theobald's Tomb Bat,,Unknown,,
Furipteridae,Amorphochilus,schnablii,Amorphochilus schnablii,Smoky Bat,,Unknown,,
Furipteridae,Furipterus,horrens,Furipterus horrens,Thumbless Bat,,Unknown,,
Hipposideridae,Anthops,ornatus,Anthops ornatus,Flower-faced Bat,,Unknown,,
Hipposideridae,Asellia,arabica,Asellia arabica,Arabian Trident Leaf-nosed Bat,,Unknown,,
Hipposideridae,Asellia,italosomalica,Asellia italosomalica,Horn-of-Africa Trident Leaf-nosed Bat,,Unknown,,
Hipposideridae,Asellia,patrizii,Asellia patrizii,Patrizi's Trident Leaf-nosed Bat,,Unknown,,
Hipposideridae,Aselliscus,dongbacanus,Aselliscus dongbacanus,Dong Bac's Trident Bat,,Unknown,,
Hipposideridae,Aselliscus,stoliczkanus,Aselliscus stoliczkanus,Stoliczka's Asian Trident Bat,,Unknown,,
Hipposideridae,Aselliscus,tricuspidatus,Aselliscus tricuspidatus,Temminck's Asian Trident Bat,,Unknown,,
Hipposideridae,Coelops,frithii,Coelops frithii,East Asian Tailless Leaf-nosed Bat,,Unknown,,
Hipposideridae,Coelops,hirsutus,Coelops hirsutus,Philippine Tailless Leaf-nosed Bat,,Unknown,,
Hipposideridae,Coelops,robinsoni,Coelops robinsoni,Malayan Tailless Leaf-nosed Bat,,Unknown,,
Hipposideridae,Doryrhina,camerunensis,Doryrhina camerunensis,Cameroon Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,abae,Hipposideros abae,Aba Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,alongensis,Hipposideros alongensis,Halong Bay Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,antricola,Hipposideros antricola,Philippine Dusky Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,boeadii,Hipposideros boeadii,Boeadi's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,breviceps,Hipposideros breviceps,Short-headed Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,calcaratus,Hipposideros calcaratus,Spurred Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,coronatus,Hipposideros coronatus,Large Mindanao Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,corynophyllus,Hipposideros corynophyllus,Telefomin Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,coxi,Hipposideros coxi,Cox's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,crumeniferus,Hipposideros crumeniferus,Timor Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,curtus,Hipposideros curtus,Short-tailed Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,demissus,Hipposideros demissus,Makira Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,dinops,Hipposideros dinops,Fierce Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,doriae,Hipposideros doriae,Bornean Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,durgadasi,Hipposideros durgadasi,Durga Das's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,dyacorum,Hipposideros dyacorum,Dayak Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,edwardshilli,Hipposideros edwardshilli,Hill's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,einnaythu,Hipposideros einnaythu,House-dwelling Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,fuliginosus,Hipposideros fuliginosus,Sooty Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,fulvus,Hipposideros fulvus,Fulvus Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,gentilis,Hipposideros gentilis,Exotic Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,grandis,Hipposideros grandis,Grand Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,griffini,Hipposideros griffini,Griffin's Leaf-nosed bat,,Unknown,,
Hipposideridae,Hipposideros,halophyllus,Hipposideros halophyllus,Thailand Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,hypophyllus,Hipposideros hypophyllus,Leafletted Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,inexpectatus,Hipposideros inexpectatus,Crested Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,inornatus,Hipposideros inornatus,McKean's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,jonesi,Hipposideros jonesi,Jones' Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,khaokhouayensis,Hipposideros khaokhouayensis,Phou Khao Khouay Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,kingstonae,Hipposideros kingstonae,Kingston's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,kunzi,Hipposideros kunzi,Kunz's Bicolored Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,lamottei,Hipposideros lamottei,Lamotte's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,lankadiva,Hipposideros lankadiva,Indian Leaf-nosed Bat,,Migratory,mig - McGuire & Ratcliffe; mig-Gopalakrishna,McGuire & Ratcliffe 2011; Gopalakrishna 1986
Hipposideridae,Hipposideros,lekaguli,Hipposideros lekaguli,Large Asian Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,lylei,Hipposideros lylei,Shield-faced Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,macrobullatus,Hipposideros macrobullatus,Big-eared Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,madurae,Hipposideros madurae,Maduran Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,maggietaylorae,Hipposideros maggietaylorae,Maggie Taylor's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,marisae,Hipposideros marisae,Aellen's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,megalotis,Hipposideros megalotis,Large-eared Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,muscinus,Hipposideros muscinus,Fly River Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,nequam,Hipposideros nequam,Malayan Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,nicobarulae,Hipposideros nicobarulae,Nicobar Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,obscurus,Hipposideros obscurus,Philippine Forest Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,orbiculus,Hipposideros orbiculus,Orbiculus Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,papua,Hipposideros papua,Biak Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,pelingensis,Hipposideros pelingensis,Peleng Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,pendleburyi,Hipposideros pendleburyi,Pendlebury's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,pomona,Hipposideros pomona,Pomona Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,poutensis,Hipposideros poutensis,Allen's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,pygmaeus,Hipposideros pygmaeus,Philippine Pygmy Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,ridleyi,Hipposideros ridleyi,Ridley's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,rotalis,Hipposideros rotalis,Laotian Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,scutinares,Hipposideros scutinares,Shield-nosed Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,semoni,Hipposideros semoni,Semon's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,sorenseni,Hipposideros sorenseni,Sorensen's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,speoris,Hipposideros speoris,Schneider's Leaf-nosed Bat,,Nonmigratory,NM - Burns & Broder 2014,Burns & Broder 2014
Hipposideridae,Hipposideros,stenotis,Hipposideros stenotis,Narrow-eared Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,sumbae,Hipposideros sumbae,Sumban Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,swinhoii,Hipposideros swinhoii,Swinhoe's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,tephrus,Hipposideros tephrus,Ash Gray Leaf-nosed Bat,,Unknown,,
Hipposideridae,Hipposideros,turpis,Hipposideros turpis,Lesser Leaf-nosed Bat,,Nonmigratory,NM - Moussy,Moussy et al 2013
Hipposideridae,Hipposideros,wollastoni,Hipposideros wollastoni,Wollaston's Leaf-nosed Bat,,Unknown,,
Hipposideridae,Macronycteris,cryptovalorona,Macronycteris cryptovalorona,Cryptic Leaf-nosed Bat,,Unknown,,
Hipposideridae,Macronycteris,gigas,Macronycteris gigas,Giant Leaf-nosed Bat,,Migratory/Nonmigratory,"NM - Moussy et al 2013, Rakotoarivelo et al 2019 mentions local seasonal migrations (see the papers they cite too)",Moussy et al 2013; Rakotoarivelo et al 2019 (also look at papers they cite)
Hipposideridae,Macronycteris,thomensis,Macronycteris thomensis,São Tomé Leaf-nosed Bat,,Unknown,,
Hipposideridae,Macronycteris,vittata,Macronycteris vittata,Striped Leaf-nosed Bat,,Migratory,local seasonal migrations assoc. with prey fluc - Rakotoarivelo et al 2019,Rakotoarivelo et al 2019
Megadermatidae,Eudiscoderma,thongareeae,Eudiscoderma thongareeae,Thongaree's Disc-nosed Bat,,Unknown,,
Miniopteridae,Miniopterus,aelleni,Miniopterus aelleni,Aellen's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,ambohitrensis,Miniopterus ambohitrensis,Ambohitra Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,arenarius,Miniopterus arenarius,Sandy Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,brachytragos,Miniopterus brachytragos,Broad-tragused Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,egeri,Miniopterus egeri,Eger's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,eschscholtzii ,Miniopterus eschscholtzii ,Eschscholtz's Bent-winged Bat,,Unknown,,
Miniopteridae,Miniopterus,fraterculus,Miniopterus fraterculus,Lesser Long-fingered Bat,,Potential Migrant/Nonmigratory,NM - Bisson; potential mig (only present Nov-April) - O&V1980,Bisson et al 2009; O'Shea & Vaughan 1980
Miniopteridae,Miniopterus,fuliginosus,Miniopterus fuliginosus,Eastern Bent-winged Bat,,Unknown,,
Miniopteridae,Miniopterus,fuscus,Miniopterus fuscus,Southeast Asian Long-fingered Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Miniopteridae,Miniopterus,griffithsi,Miniopterus griffithsi,Griffiths' Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,griveaudi,Miniopterus griveaudi,Griveaud's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,macrocneme,Miniopterus macrocneme,Small Melanesian Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,maghrebensis,Miniopterus maghrebensis,Mahgrebian Bent-wing Bat,,Unknown,,
Miniopteridae,Miniopterus,magnater,Miniopterus magnater,Western Long-fingered Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Miniopteridae,Miniopterus,mahafaliensis,Miniopterus mahafaliensis,Mahafaly Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,majori,Miniopterus majori,Major's Long-fingered Bat,,Migratory,mig-CMS 2020,CMS 2020
Miniopteridae,Miniopterus,medius,Miniopterus medius,Intermediate Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,minor,Miniopterus minor,Least Long-fingered Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Miniopteridae,Miniopterus,mossambicus,Miniopterus mossambicus,Mozambique Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,newtoni,Miniopterus newtoni,Newton's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,nimbae,Miniopterus nimbae,Nimba Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,orianae,Miniopterus orianae,Oriana's Long-fingered Bat,,Migratory,"long term study on migration to/from maternity colonies - Mills2021, seasonal mig btw maternity & roosting areas - van Harten2022; http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76606",Mills 2021; van Harten et al 2022
Miniopteridae,Miniopterus,pallidus,Miniopterus pallidus,Ashen Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,paululus,Miniopterus paululus,Philippine Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,petersoni,Miniopterus petersoni,Peterson's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,phillipsi,Miniopterus phillipsi,Phillips' Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,pusillus,Miniopterus pusillus,Small Long-fingered Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Miniopteridae,Miniopterus,robustior,Miniopterus robustior,Loyalty Long-fingered Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Miniopteridae,Miniopterus,shortridgei,Miniopterus shortridgei,Shortridge's Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,sororculus,Miniopterus sororculus,Malagasy Long-fingered Bat,,Unknown,,
Miniopteridae,Miniopterus,srinii,Miniopterus srinii,Srini's Bent-winged Bat,,Unknown,,
Miniopteridae,Miniopterus,villiersi,Miniopterus villiersi,Villier's Bent-winged Bat,,Unknown,,
Miniopteridae,Miniopterus,wilsoni,Miniopterus wilsoni,Wilson's Long-fingered Bat,,Unknown,,
Molossidae,Austronomus,kuboriensis,Austronomus kuboriensis,New Guinea Mastiff Bat,,Unknown,,
Molossidae,Cabreramops,aequatorianus,Cabreramops aequatorianus,Equatorial Dog-faced Bat,,Unknown,,
Molossidae,Cheiromeles,parvidens,Cheiromeles parvidens,Lesser Naked Bat,,Unknown,,
Molossidae,Cheiromeles,torquatus,Cheiromeles torquatus,Greater Naked Bat,,Unknown,,
Molossidae,Cynomops,abrasus,Cynomops abrasus,Cinnamon Dog-faced Bat,,Unknown,,
Molossidae,Cynomops,freemani,Cynomops freemani,Freeman's Dog-faced Bat,,Unknown,,
Molossidae,Cynomops,greenhalli,Cynomops greenhalli,Greenhall's Dog-faced Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Molossidae,Cynomops,kuizha,Cynomops kuizha,Awa Dog-faced Bat,,Unknown,,
Molossidae,Cynomops,mastivus,Cynomops mastivus,Mastiff Dog-faced Bat,,Unknown,,
Molossidae,Cynomops,mexicanus,Cynomops mexicanus,Mexican Dog-faced Bat,,Unknown,,
Molossidae,Cynomops,milleri,Cynomops milleri,Miller's Dog-faced Bat,,Unknown,,
