Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Pteralopex pulchra,Montane Monkey-faced Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteralopex taki,New Georgian Monkey-faced Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus admiralitatum,Admiralty Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus aldabrensis,Aldabra Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus allenorum,Allen&apos;s Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus anetianus,Vanuatu Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus aruensis,Aru Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus brunneus,Dusky Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus caniceps,North Moluccan Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus capistratus,Bismark Masked Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus chrysoproctus,Moluccan Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus cognatus,Makira Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus coxi,Cox&apos;s Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus dasymallus,Ryukyu Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus ennisae,Latangai Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus faunulus,Nicobar Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus fundatus,Banks Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus gilliardi,Gilliard's Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus griseus,Gray Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus howensis,Ontong Java Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus hypomelanus,Variable Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus intermedius,Andersen's Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus keyensis,Kei Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus livingstonii,Comoro Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus lombocensis,Lombok Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus lylei,Lyle's Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus macrotis,Big-eared Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus mahaganus,Sanborn's Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus mariannus,Marianas Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus melanopogon,Black-bearded Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus melanotus,Black-eared Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus molossinus,Caroline Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus neohibernicus,Great Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus niger,Greater Mascarene Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus nitendiensis,Temotu Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus ocularis,Seram Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus ornatus,Ornate Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pelagicus,Seaside Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pelewensis,Pelew Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus personatus,Moluccan Masked Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pilosus,Large Pelew Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pohlei,Geelvink Bay Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pselaphon,Bonin Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus pumilus,Little Golden-mantled Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus rayneri,Solomons Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus rennelli,Rennell Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus rodricensis,Rodrigues Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus rufus,Malagasy Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus samoensis,Samoan Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus seychellensis,Seychelles Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus speciosus,Philippine Gray Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus subniger,Dark Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus temminckii,Temminck's Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus tokudae,Guam Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus tonganus,Pacific Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus tuberculatus,Vanikoro Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus ualanus,Kosrae Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus vetulus,New Caledonian Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus voeltzkowi,Pemba Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pteropus woodfordi,Dwarf Flying Fox,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rousettus amplexicaudatus,Geoffroy's Rousette,Unknown,Unknown,Unknown,Mig,https://animalia.bio/geoffroys-rousette?property=76,Short-distance Migrant,116.5958286,7.457190835,114.6896461,5.361720661,313313.0477,313.3130477,42.19992679,0.415298766,0.506082676,0.342961132
Rousettus linduensis,Linduan Rousette,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rousettus obliviosus,Comoro Rousette,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rousettus spinalatus,Bare-backed Rousette,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Scotonycteris bergmansi,Bergmans' Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Scotonycteris occidentalis,Hayman's Tear-drop Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Scotonycteris zenkeri,Zenker's Fruit Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,9.721297174,3.110204484,5.381706507,4.73500996,514341.946,514.341946,110.2869436,0.469682615,0.481574521,0.400509145
Sphaerias blanfordi,Blanford's Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Stenonycteris lanosa,Long-haired Rousette,Unknown,Unknown,Unknown,,,Nonmigratory,32.82349548,-0.986067375,32.9557113,-1.630570803,72769.06341,72.76906341,-11.66759686,0.488092895,0.596616213,0.49479085
Styloctenium mindorensis,Mindoro Stripe-faced Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Styloctenium wallacei,Stripe-faced Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Syconycteris carolinae,Halmaheran Blossom Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Syconycteris hobbit,Moss-forest Blossom Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Thoopterus suhaniahae,Suhaniah&apos;s Fruit Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus achilles,Queensland Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus acuminatus,Accuminate Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus adami,Adam's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus affinis,Intermediate Horseshoe Bat,Unknown,Unknown,Unknown,Unknown - Moussy 2013,Moussy 2013,Short-distance Migrant,106.9359496,17.03094136,105.2664109,13.02998831,477705.4137,477.7054137,21.86337951,0.563819968,0.666635466,0.396395582
Rhinolophus alcyone,Halcyon Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,17.42259838,4.211713174,20.4729629,2.155905478,408186.358,408.186358,-56.08141642,0.767038149,0.789745827,0.468612895
Rhinolophus alticolus,Cameroon Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus andamanensis,Cryptic Andaman Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus arcuatus,Arcuate Horseshoe Bat,Unknown,Unknown,Unknown,,,Nonmigratory,123.1930818,11.74606918,122.5932792,11.96910142,69856.0834,69.8560834,110.6203924,0.335136856,0.576076656,0.438011751
Rhinolophus beddomei,Bedomme's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus belligerator,Belligerent Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus bocharicus,Central Asian Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus borneensis,Bornean Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus canuti,Canut's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus capensis,Cape Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus celebensis,Sulawesi Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus chaseni,Chasen's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus chiewkweeae,Chiew Kwee&apos;s Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus chutamasae,Mountain Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus coelophyllus,Croslet Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus cognatus,Andaman Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus cohenae,Cohen's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus convexus,Convex Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus cornutus,Little Japanese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus creaghi,Creagh's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus damarensis,Damara Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus darlingi,Darling's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus deckenii,Decken's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus denti,Dent's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus eloquens,Eloquent Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,27.67763637,0.659297657,30.20702809,-1.62884186,378523.3135,378.5233135,-48.07442885,0.389251581,0.447597456,0.271837289
Rhinolophus episcopus,Guardian Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus euryotis,Broad-eared Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus foetidus,Andersen's Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus formosae,Formosan Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus francisi,Francis' Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus fumigatus,R&uuml;ppell's Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,23.35281173,1.54116126,20.32334854,-2.180237495,531989.2447,531.9892447,39.35581177,0.387910676,0.570421069,0.339379234
Rhinolophus guineensis,Guinean Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus hilli,Hill's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus hillorum,Upland Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus hirsutus,Hairy Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus horaceki,Hor&aacute;&ccaron;ek's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus imaizumii,Imaizumi's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus inops,Philippine Forest Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus keyensis,Kai Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus lobatus,Lobed Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus luctoides,Luctus-like Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus luctus,Greater Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus mabuensis,Mount Mabu Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus maclaudi,Maclaud's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus macrotis,Big-eared Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus madurensis,Madura Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus maendeleo,Maendeleo Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus malayanus,Malayan Horseshoe Bat,Unknown,Unknown,Unknown,,,Nonmigratory,101.2999679,17.41506307,101.9070475,16.76657901,96568.93841,96.56893841,-41.90858774,0.636874881,0.787575541,0.361783443
Rhinolophus marshalli,Marshall's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus mcintyrei,McIntyre's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus megaphyllus,Smaller Horseshoe Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/smaller-horseshoe-bat,Short-distance Migrant,146.03928,-26.90674224,143.8105766,-26.27509843,232769.6251,232.7696251,107.9935438,0.508169291,0.707771797,0.666656261
Rhinolophus microglobosus,Indo-Chinese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus midas,Midas' Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus mitratus,Mitred Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus montanus,Timorese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus morio,Jester's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus mossambicus,Mozambican Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus namuli,Namuli Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus nereis,Anamban Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus nippon,Greater Japanese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus osgoodi,Osgood's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus pearsonii,Pearson's Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,99.05679775,21.14274456,95.29783132,21.5071463,392040.6088,392.0406088,95.2210964,0.522619871,0.534500843,0.378721056
Rhinolophus perditus,Yaeyama Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus perniger,Northern Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus philippinensis,Large-eared Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,119.3479291,4.538797405,121.468541,2.350734951,337729.5374,337.7295374,-44.18425191,0.055587961,0.196266803,0.153951093
Rhinolophus proconsulis,Proconsul's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus pumilus,Little Okinawan Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus pusillus,Least Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,100.696158,20.77953788,95.17630526,22.10034204,590548.9459,590.5489459,103.3161521,0.499098034,0.581389199,0.345618676
Rhinolophus refulgens,Glossy Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus rex,King Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus robinsoni,Peninsular Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus rouxii,Rufous Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus rufus,Large Rufous Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus ruwenzorii,Ruwenzori Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus sakejiensis,Sakeji Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus sedulus,Lesser Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus septentrionalis,Northern Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus shameli,Shamel's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus shortridgei,Shortridge's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus siamensis,Northern Thai Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus silvestris,Forest Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus simulator,Bushveld Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,30.17586633,-15.7799637,33.46617397,-11.32468675,608049.3307,608.0493307,-144.5225153,0.464960332,0.575376209,0.329208298
Rhinolophus sinicus,Chinese Rufous Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus smithersi,Smithers' Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus stheno,Lesser Brown Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,101.3351233,15.32142502,99.56444485,14.99975562,193593.6906,193.5936906,79.17505613,0.518830692,0.573027295,0.43244188
Rhinolophus subbadius,Little Nepalese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus subrufus,Small Rufous Horseshoe Bat,Unknown,Unknown,Unknown,,,Nonmigratory,122.920997,11.98975496,122.6929332,11.99344452,24840.88201,24.84088201,90.91774525,0.545486978,0.726894714,0.474633613
Rhinolophus swinnyi,Swinny's Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,27.87072206,-12.61168474,29.77961371,-16.1708055,444341.2703,444.3412703,-27.84348781,0.155037658,0.207023392,-0.24363354
Rhinolophus tatar,Tatar Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus thailandensis,Thai Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus thomasi,Thomas's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus trifoliatus,Trefoil Horseshoe Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,109.3890466,0.909113976,111.854815,-0.287937119,304727.4022,304.7274022,-64.25266656,0.364584171,0.532256643,0.21667746
Rhinolophus virgo,Yellow-faced Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus willardi,Willard's Horsehoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus xinanzhongguoensis,Southwestern-Chinese Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus yonghoiseni,Yong Hoi Sen's Woolly Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus yunanensis,Dobson's Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinolophus ziama,Ziama Horseshoe Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cloeotis percivali,Percival's Short-eared Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Paratriaenops auritus,Grandidier's Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Paratriaenops furcula,Trouessart's Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Paratriaenops pauliani,Paulian&apos;s Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinonicteris aurantia,Orange Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,134.8600822,-17.89879414,132.7656,-16.20414459,291350.3506,291.3503506,130.3709388,0.438017743,0.634248469,0.547252928
Triaenops afer,African Trident Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,29.35093142,-7.323861466,28.86047424,-5.329055375,227177.41,227.17741,166.2061286,0.055225849,0.12227618,-0.067504098
Triaenops menamena,Red Madagascan Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Triaenops parvus,Little Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinopoma hadramauticum,Hadramaut Mouse-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Rhinopoma macinnesi,MacInnes' Mouse-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Thyroptera devivoi,De Vivo&#39;s Disk-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Thyroptera discifera,Peters's Disk-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Thyroptera lavali,LaVal's Disk-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Thyroptera tricolor,Spix's Disk-winged Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-65.91234964,-1.098911125,-63.71536801,-2.448665204,286406.548,286.406548,-58.63152536,0.630642104,0.63372162,0.398412226
Thyroptera wynneae,Patricia's disk-winged bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Afronycteris helios,Samburu Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Arielulus circumdatus,Bronze Sprite,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Arielulus cuprosus,Coppery Sprite,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Arielulus societatis,Social Sprite,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Baeodon gracilis,Slender Yellow Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Baeodon alleni,Allen's Yellow Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Barbastella beijingensis,Beijing Barbastelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Barbastella caspica,Caspian Barbastelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Barbastella darjelingensis,Darjeeling Barbastelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Barbastella leucomelas,Eastern Barbastelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Barbastella pacifica,Japanese Barbastelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cassistrellus yokdonensis,Yokdon Helmeted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cassistrellus dimissus,Surat Helmeted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Chalinolobus neocaledonicus,New Caledonia Wattled Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Corynorhinus mexicanus,Mexican Big-eared Bat,Unknown,Unknown,Unknown,NM,https://animalia.bio/mexican-big-eared-bat,Short-distance Migrant,-104.2414637,27.25342158,-101.2424918,21.43935872,712183.0979,712.1830979,-24.68927561,0.177483385,0.421287769,0.31224859
Eptesicus anatolicus,Anatolian Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus andinus,Little Black Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus bottae,Botta's Serotine,Unknown,Unknown,Unknown,DD - Hutterer,Hutterer et al. 2005,,,,,,,,,,,
Eptesicus chiriquinus,Chiriquinan Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus diminutus,Diminutive Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus floweri,Horn-skinned Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus gobiensis,Gobi Big Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus hottentotus,Long-tailed Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus innoxius,Harmless Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus japonensis,Japanese Short-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus kobayashii,Kobayashi's Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus langeri,Langer's Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus ognevi,Ognev's Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus orinocensis,Orinoco Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus pachyomus,Mouse-like Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus pachyotis,Thick-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus platyops,Lagos Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus taddeii,Taddei&apos;s Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus tatei,Sombre Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eptesicus ulapesensis,Ulapes Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eudiscopus denticulus,Disk-footed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Falsistrellus mackenziei,Mackenzie's False Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris alboguttata,Striped Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris argentata,Common Butterfly Bat,Unknown,Unknown,Unknown,Not much is known about this species,"see Rahoum 2015, Hassanin et al. 2017 for species information",Short-distance Migrant,23.84741357,1.165533354,24.7697688,1.177415946,102663.2047,102.6632047,-90.72386388,0.655169463,0.719182358,0.369024647
Glauconycteris atra,Black Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris beatrix,Beatrix Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris curryae,Curry's Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
