Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Miniopterus fraterculus,Lesser Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus fuliginosus,Eastern Bent-winged Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus fuscus,Southeast Asian Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus gleni,Glen's Long-fingered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,34.51459945,44.91566236,-16.63570449,45.44737536,-18.32453118,195254.7391,195.2547391,-16.89241262,0.366459896,0.590717089,0.061315151
Miniopterus griffithsi,Griffiths' Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus griveaudi,Griveaud's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus inflatus,Greater Long-fingered Bat,Migratory,Migratory,1,,,Mig - M&R,McGuire & Ratcliffe 2011,,Short-distance Migrant,15.46437038,24.08269039,3.451349609,25.60929535,-1.591523367,582915.6564,582.9156564,-16.94084883,0.202777586,0.434375327,0.177849928
Miniopterus macrocneme,Small Melanesian Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus maghrebensis,Mahgrebian Bent-wing Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus magnater,Western Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus mahafaliensis,Mahafaly Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus majori,Major's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus manavi,Manavi Long-fingered Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,50.77265766,45.09896576,-19.47533286,46.42997532,-19.34336991,140559.1606,140.5591606,-96.18623549,0.568025049,0.705124112,-0.087350015
Miniopterus medius,Intermediate Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus minor,Least Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus mossambicus,Mozambique Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus natalensis,Natal Long-fingered Bat,Migratory,Migratory,1,,,"PM? - O'Shea & Vaughan, Mig - Moussy; SD - B&B2014; MacEwan 2011 report mentions migration over ridges; Voigt et al 2014 - evidence of alt mig",Moussy 2013; Pretorius 2021; O'Shea & Vaughan 1980; Burns & Broders 2014; MacEwan 2011; Voigt et al 2014,,Short-distance Migrant,10.72088383,27.3554437,-13.87604069,29.84706041,-14.83025216,288751.3228,288.7513228,-68.86615226,0.287214039,0.461487383,0.309434999
Miniopterus newtoni,Newton's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus nimbae,Nimba Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus orianae,Oriana's Long-fingered Bat,Migratory,Migratory,1,,,"long term study on migration to/from maternity colonies - Mills2021, seasonal mig btw maternity & roosting areas - van Harten2022; http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76606",Mills 2021; van Harten et al 2022,,,,,,,,,,,,,
Miniopterus pallidus,Ashen Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus paululus,Philippine Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus petersoni,Peterson's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus phillipsi,Phillips' Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Small Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus robustior,Loyalty Long-fingered Bat,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Miniopterus schreibersii,Schreiber's Long-fingered Bat,Migratory,Migratory,1,,,"RM in Europe - Fleming; PM? - O'Shea & Vaughan; Dwyer 1969 recorded movements of 1300km; RM - Hutterer et al. 2005, disperse 300km around maternity roost - Eco Logical Australia 2012, LD - Bisson, Mig - Moussy, mig - M&R, LD-B&B2014, Wright2020 confirmed with H isotopes",Fleming 2003; McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; see Hutson et al 2001; Burns & Broders 2014; Hutterer et al. 2005; Eco Logical Australia 2012; Rodrigues & Palmeirim 2008; Bisson et al. 2009; Moussy et al. 2013; Piksa & Gubala 2021; Wright et al 2020,,Long-distance Migrant,19.84417858,64.67963905,28.850492,56.92747062,19.49885174,1300403.569,1300.403569,35.73067835,0.614351574,0.702757162,0.581542658
Miniopterus shortridgei,Shortridge's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus sororculus,Malagasy Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus srinii,Srini's Bent-winged Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus tristis,Great Long-fingered Bat,Unknown,Unknown,0,,,,,,Long-distance Migrant,3.335954173,128.7340741,4.058403173,122.5812002,10.86106371,1013269.068,1013.269068,137.4809222,0.212039911,0.356271434,0.289614912
Miniopterus villiersi,Villier's Bent-winged Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Miniopterus wilsoni,Wilson's Long-fingered Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Austronomus australis,White-striped Free-tailed Bat,Migratory,Migratory,1,,,"potentially migratory - Hourigan et al 2006, seasonal migrant - Menkhorst & Knight 2011",Hourigan et al. 2006; Menkhorst & Knight 2011; https://animalia.bio/white-striped-free-tailed-bat?property=76,,Short-distance Migrant,26.40581146,135.9708986,-30.0024138,139.0090609,-30.33892222,294996.6944,294.9966944,-83.50075061,0.5295681,0.636585527,0.363536574
Austronomus kuboriensis,New Guinea Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cabreramops aequatorianus,Equatorial Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cheiromeles parvidens,Lesser Naked Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cheiromeles torquatus,Greater Naked Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops abrasus,Cinnamon Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops freemani,Freeman's Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops greenhalli,Greenhall's Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops kuizha,Awa Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops mastivus,Mastiff Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops mexicanus,Mexican Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops milleri,Miller's Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Cynomops planirostris,Southern Dog-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,35.35187889,-63.42664827,-3.471283521,-64.22884513,-4.294796667,127399.4732,127.3994732,44.40232409,0.618149982,0.725017569,0.488509975
Cynomops tonkigui,Waorani Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops auripendulus,Black Bonneted Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,40.56469661,-32.15293644,-5.29012416,-37.93472903,-6.047143448,645940.027,645.940027,82.84563547,0.609599576,0.749925218,0.492409856
Eumops bonariensis,Dwarf Bonneted Bat,Unknown,Unknown,0,,,,,,Long-distance Migrant,9.124983844,-61.19754907,-29.36912998,-63.12910985,-13.5457219,1763393.168,1763.393168,173.8170711,0.332829244,0.531240613,0.435688094
Eumops chimaera,Chimaera Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops chiribaya,Chiribaya Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops dabbenei,Big Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops delticus,Maraj&oacute; Island Bonneted Bat ,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops ferox,Wild Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops floridanus,Florida Bonneted Bat,Unknown,Unknown,0,,,NM,https://animaldiversity.org/accounts/Eumops_floridanus/,,,,,,,,,,,,,
Eumops glaucinus,Wagner's Bonneted Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,21.42699751,-65.90915265,0.490957722,-62.44376944,-4.212891316,647389.9313,647.3899313,-36.62107423,0.422040048,0.512378108,0.171893532
Eumops hansae,Sanborn's Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops maurus,Guianan Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops nanus,Dwarf Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops patagonicus,Patagonian Dwarf Bonneted Bat,Unknown,Unknown,0,,,,,,Nonmigratory,24.46508631,-60.93969502,-28.23483114,-60.65964823,-27.53864026,81929.86409,81.92986409,-160.3976796,0.687645122,0.768708893,0.65653527
Eumops perotis,Greater Bonneted Bat,Nonmigratory,Nonmigratory,2,,,"NM - M&R, nm-W&M2022",McGuire & Ratcliffe 2011; https://animalia.bio/western-mastiff-bat?property=76 (incorrect about being migratory); https://tpwd.texas.gov/huntwild/wild/species/westmastiff/; Webber & McGuire 2022,,Long-distance Migrant,21.46347906,-78.76502567,6.314854153,-67.82158643,-0.160514452,1411001.191,1411.001191,-59.31306806,0.517146557,0.533318449,0.221414109
Eumops trumbulli,Trumbull's Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops underwoodi,Underwood's Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Eumops wilsoni,Wilson&apos;s Bonneted Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Micronomus norfolkensis,Eastern Little Mastiff Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,3.340163934,150.3065425,-34.17237146,150.429506,-33.21438567,106866.6058,106.8666058,-173.910025,0.234256927,0.475965434,0.445864101
Molossops neglectus,Rufous Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Molossops temminckii,Dwarf Dog-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,35.33060469,-59.29682822,-13.19667554,-57.73227917,-13.08919503,170048.0069,170.0480069,-94.18735643,0.508201708,0.652301713,0.242535245
Molossus alvarezi,Alvarez's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus aztecus,Aztec Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus bondae,Bonda Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus coibensis,Coiban Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,Nonmigratory,49.12234224,-63.91964635,-3.930698455,-63.75137765,-3.686261115,32862.40605,32.86240605,-145.3424455,0.539354023,0.732665328,0.304185044
Molossus currentium,Thomas's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,Short-distance Migrant,44.1590739,-66.84290584,0.129763152,-64.2637828,-3.909657228,530862.2709,530.8622709,-32.77044104,0.751946034,0.805707338,0.582842192
Molossus fentoni,Fenton's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus fluminensis,River Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus melini,Melin's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus milleri,Miller's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus molossus,Pallas's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - NatureServe; NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29); https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.798402/Molossus_molossus,,Short-distance Migrant,36.67530753,-63.71647328,-5.328220044,-61.8119205,-6.350730663,239316.5241,239.3165241,-61.90357814,0.549134334,0.706612695,0.431455118
Molossus nigricans,Ebon Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Molossus pretiosus,Miller's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29); https://animalia.bio/millers-mastiff-bat,,Short-distance Migrant,17.77049781,-69.80943989,4.329541838,-72.14851663,5.670692707,298798.8575,298.7988575,119.6521145,0.222355942,0.429381006,0.037886975
Molossus rufus,Black Mastiff Bat,Nonmigratory,Nonmigratory,2,,,sedentary - M&R2011; NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,McGuire & Ratcliffe 2011; Louriero et al 2020 (check citations 26-29),,Short-distance Migrant,25.72416775,-67.95446088,2.348264495,-64.0506567,-4.623373239,884774.662,884.774662,-29.46942569,0.499097411,0.642294421,0.424442271
Molossus sinaloae,Sinaloan Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,Long-distance Migrant,21.87704577,-84.26780009,13.97534062,-75.43584806,9.914267677,1061500.837,1061.500837,-64.10032476,0.481340048,0.508513561,0.133075262
Molossus verrilli,Verrill's Mastiff Bat,Nonmigratory,Nonmigratory,2,,,NM - Louriero et al 2020 says Molossus sp are nonmig & aerial insectivores,Louriero et al 2020 (check citations 26-29),,,,,,,,,,,,,
Mops aloysiisabaudiae,Duke of Abruzzi's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops ansorgei,Ansorge's Free-tailed Bat,Unknown,Unknown,0,,,,,,Long-distance Migrant,0.074611569,26.84420449,-6.194927298,29.99038462,3.636904762,1142042.806,1142.042806,-162.1586036,0.000918867,0.03031282,0.013663526
Mops atsinanana,Eastern Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops bakarii,Bakari&apos;s Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops bemmeleni,Gland-tailed Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops bivittatus,Spotted Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,3.205054124,34.0831743,2.247892812,36.32463348,-0.207729177,368725.7683,368.7257683,-42.56234527,0.201546641,0.28318821,0.194064415
Mops brachypterus,Short-winged Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops bregullae,Fijian Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops chapini,Pale Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops condylurus,Angolan Free-tailed Bat,Migratory,Migratory,1,,,Mig - M&R,McGuire & Ratcliffe 2011,,Short-distance Migrant,27.71280102,23.31133641,1.116964872,21.72674824,-2.776617255,465247.5904,465.2475904,22.29415536,0.473592269,0.595502549,0.264762635
Mops congicus,Congo Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops demonstrator,Mongallan Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops gallagheri,Gallagher's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops jobensis,Jobie Island Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,28.28190723,136.3962456,-17.90838937,136.1494446,-18.97192116,120570.0339,120.5700339,12.52739103,0.731316076,0.836151092,0.761389057
Mops jobimena,Bicolored Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops johorensis,Johor Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops leucogaster,Grandidier's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops leucostigma,Malagasy White-bellied Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops major,Lappet-eared Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops midas,Midas' Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,19.17732596,28.17722774,-0.652489553,32.58247942,-2.782299435,543785.7182,543.7857182,-64.41631464,0.328997579,0.435981168,-0.016204148
Mops mops,Malayan Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops nanulus,Dwarf Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,0.756178532,15.8522908,4.662890981,8.217574093,6.959582085,882813.2791,882.8132791,106.3071064,0.026566464,0.154184623,0.124825981
Mops niangarae,Niangaran Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops nigeriae,Nigerian Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops niveiventer,White-bellied Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops petersoni,Peterson's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops plicatus,Wrinkle-lipped Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,1.306152822,109.9830343,9.622139886,110.9817452,6.338449817,379482.8339,379.4828339,-16.79985659,0.069240146,0.214172554,0.17299331
Mops pumilus,Little Free-tailed Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R,McGuire & Ratcliffe 2011; https://animalia.bio/little-free-tailed-bat,,Short-distance Migrant,26.87399747,26.57769687,-5.295010437,23.07184567,-1.392130328,581371.8324,581.3718324,138.0133364,0.412291022,0.622368649,0.387244274
Mops pusillus,Least Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops russatus,Russet Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops sarasinorum,Sulawesian Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops shortridgei,Shortridge's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops solomonis,Solomons Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops spurrelli,Spurrell's Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,3.662483227,10.16154206,2.875742462,4.440064103,5.124094203,682242.9374,682.2429374,111.1532748,0.389632107,0.419302899,0.364013373
Mops thersites,Railer Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,25.2451028,13.48036312,3.926900178,16.24390174,3.374560925,313030.6295,313.0306295,-78.66278017,0.527901386,0.635433228,0.403735558
Mops tomensis,S&atilde;o Tom&eacute; Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mops trevori,Trevor's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus acetabulosus,Mauritian Little Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus doriae,Sumatran Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus francoismoutoui ,Moutou&apos;s Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus jugularis,Peters' Wrinkle-lipped Bat,Nonmigratory,Nonmigratory,2,,,NM - B&B2014,Burns & Broders 2014,,,,,,,,,,,,,
Mormopterus kalinowskii,Kalinowski's Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus minutus,Little Goblin Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Mormopterus phrudus,Incan Little Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myopterus daubentonii,Daubenton's Winged-mouse Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myopterus whitleyi,Bini Winged-mouse Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoplatymops mattogrossensis,Mato Grosso Dog-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctinomops aurispinosus,Peale's Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctinomops femorosaccus,Pocketed Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,16.42891244,-108.9034376,30.50166305,-107.5705276,27.80040464,326274.4116,326.2744116,-23.09821025,0.542991779,0.55880956,0.382317776
Nyctinomops laticaudatus,Broad-eared Free-tailed Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/broad-eared-bat,,Short-distance Migrant,17.15354572,-67.72259446,-0.15782354,-65.53488264,1.350172117,295133.2968,295.1332968,-124.3850478,0.384118289,0.479373139,0.197704219
Nyctinomops macrotis,Big Free-tailed Bat,Migratory,Migratory,1,,,"Local/LD migrant - Banfield 1974, Kunirai & Jones 1990; mig-W&M2022",Banfield 1974; Kunirai & Jones 1990; Webber & McGuire 2022; https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.101410/Nyctinomops_macrotis,,Short-distance Migrant,35.52019139,-84.50053617,17.42870385,-87.02642599,20.4614252,428308.0938,428.3080938,141.1848249,0.381883115,0.608720943,0.127956965
Nyctinomops mbopicuare,GuaranÃ­  Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops formosus,Java Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops harrisoni,Harrison's Large-eared Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops johnstonei,Johnstone's Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops madagascariensis,Malagasy Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops martiensseni,Large-eared Giant Mastiff Bat,Migratory,Migratory,1,,,"LD - Burns & Broder 2014, suggested migration in Hutson 2001 (cites Mutere 1973), also Adams et al 2015 did revised range study",Burns & Broder 2014; Mutere 1973 - a comparative study of reproduction in two populations of Otomops martiensseni,,Short-distance Migrant,0.126152353,36.67916667,-2.309722222,33.78115743,-6.258897373,542370.0551,542.3700551,36.49781828,0.005640398,0.070585775,0.060545909
Otomops papuensis,Papuan Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops secundus,Mantled Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otomops wroughtoni,Wroughton's Giant Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops beccarii,Beccari&apos;s Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops cobourgianus,Northwestern Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops halli,Cape York Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops kitcheneri,Southwestern Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops loriae,Loria's Mastiff Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops lumsdenae,Northern Free-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ozimops petersi,Eastern Free-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,25.96271211,136.8855227,-28.86101323,138.6931542,-29.54173784,191295.7309,191.2957309,-67.2134611,0.464637029,0.657925157,0.45709001
